mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	crescendo_line	diminuendo_line	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
418	416	1171	1175	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6414								661						
418	416	4685/4	4701/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6415														
418	416	1170	1174	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6416														
418	416	4681/4	4697/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6417														
418	416	2341/2	2349/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6418														
418	416	4683/4	4699/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6419														
418	416	1171	1175	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6420														
418	416	4685/4	4701/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6421														
419	417	2343/2	2351/2	0.375		0	0	Chord	3/8	1	1	3/32			1/16	3/2	6422								662						
419	417	9375/8	9407/8	0.125		3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	6423														
419	417	1172	1176	0.5		1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	6424		articStaccatoAbove												
419	417	2343/2	2351/2	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6425														
419	417	4687/4	4703/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6426														
419	417	1172	1176	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6427														
419	417	4689/4	4705/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6428														
419	417	2345/2	2353/2	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6429														
419	417	4691/4	4707/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6430														
420	418	1173	1177	0.0		0	0	Dynamic	3/8	2	1	0						pp													
420	418	1173	1177	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6431		articStaccatoAbove												
420	418	4693/4	4709/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6432		articStaccatoAbove												
420	418	2347/2	2355/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6433		articStaccatoAbove												
420	418	4695/4	4711/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6434		articStaccatoAbove												
420	418	1174	1178	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6435		articStaccatoAbove												
420	418	4697/4	4713/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6436		articStaccatoAbove												
420	418	1173	1177	0.0		0	0	Dynamic	3/8	3	1	0						pp													
420	418	1173	1177	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6437		articStaccatoAbove												
420	418	4693/4	4709/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6438		articStaccatoAbove												
420	418	2347/2	2355/2	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6439		articStaccatoAbove												
420	418	4695/4	4711/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6440		articStaccatoAbove												
420	418	1174	1178	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6441		articStaccatoAbove												
420	418	4697/4	4713/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6442		articStaccatoAbove												
421	419	2349/2	2357/2	0.0		0	0	Dynamic	3/8	1	1	0						pp													
421	419	2349/2	2357/2	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6443		articStaccatoAbove												
421	419	4699/4	4715/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6444		articStaccatoAbove												
421	419	1175	1179	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6445		articStaccatoAbove												
421	419	4701/4	4717/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6446		articStaccatoAbove												
421	419	2351/2	2359/2	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6447		articStaccatoAbove												
421	419	4703/4	4719/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6448		articStaccatoAbove												
421	419	2349/2	2357/2	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6449		articStaccatoAbove												
421	419	1175	1179	0.5		1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	6450		articStaccatoAbove												
421	419	2351/2	2359/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6451		articStaccatoAbove												
421	419	2349/2	2357/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6452		articStaccatoAbove												
421	419	1175	1179	0.5		1/8	1/8	Chord	3/8	3	1	1/8			1/8	1	6453		articStaccatoAbove												
421	419	2351/2	2359/2	0.5		1/4	1/4	Chord	3/8	3	1	1/8			1/8	1	6454		articStaccatoAbove												
421	419	2349/2	2357/2	0.0		0	0	Dynamic	3/8	4	1	0						pp													
421	419	2349/2	2357/2	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6455		articStaccatoAbove												
421	419	1175	1179	0.5		1/8	1/8	Chord	3/8	4	1	1/8			1/8	1	6456		articStaccatoAbove												
421	419	2351/2	2359/2	0.5		1/4	1/4	Chord	3/8	4	1	1/8			1/8	1	6457		articStaccatoAbove												
422	420	1176	1180	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6458		articStaccatoAbove												
422	420	1176	1180	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6459		articStaccatoAbove												
422	420	4705/4	4721/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6460		articStaccatoAbove												
422	420	2353/2	2361/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6461		articStaccatoAbove												
422	420	4707/4	4723/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6462		articStaccatoAbove												
422	420	1177	1181	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6463		articStaccatoAbove												
422	420	4709/4	4725/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6464		articStaccatoAbove												
422	420	1176	1180	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6465		articStaccatoAbove												
422	420	4705/4	4721/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6466		articStaccatoAbove												
422	420	2353/2	2361/2	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6467		articStaccatoAbove												
422	420	4707/4	4723/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6468		articStaccatoAbove												
422	420	1177	1181	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6469		articStaccatoAbove												
422	420	4709/4	4725/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6470		articStaccatoAbove												
422	420	1176	1180	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6471														
423	421	2355/2	2363/2	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6472		articStaccatoAbove												
423	421	4711/4	4727/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6473		articStaccatoAbove												
423	421	1178	1182	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6474		articStaccatoAbove												
423	421	4713/4	4729/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6475		articStaccatoAbove												
423	421	2357/2	2365/2	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6476		articStaccatoAbove												
423	421	4715/4	4731/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6477		articStaccatoAbove												
423	421	2355/2	2363/2	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6478		articStaccatoAbove												
423	421	1178	1182	0.5		1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	6479		articStaccatoAbove												
423	421	2357/2	2365/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6480		articStaccatoAbove												
423	421	2355/2	2363/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6481		articStaccatoBelow												
423	421	1178	1182	0.5		1/8	1/8	Chord	3/8	3	1	1/8			1/8	1	6482		articStaccatoBelow												
423	421	2357/2	2365/2	0.5		1/4	1/4	Chord	3/8	3	1	1/8			1/8	1	6483		articStaccatoBelow												
423	421	2355/2	2363/2	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6484		articStaccatoAbove												
423	421	1178	1182	0.5		1/8	1/8	Chord	3/8	4	1	1/8			1/8	1	6485		articStaccatoAbove												
423	421	2357/2	2365/2	0.5		1/4	1/4	Chord	3/8	4	1	1/8			1/8	1	6486		articStaccatoAbove												
424	422	1179	1183	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6487		articStaccatoAbove												
424	422	1179	1183	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6488		articStaccatoAbove												
424	422	4717/4	4733/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6489		articStaccatoAbove												
424	422	2359/2	2367/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6490		articStaccatoAbove												
424	422	4719/4	4735/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6491		articStaccatoAbove												
424	422	1180	1184	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6492		articStaccatoAbove												
424	422	4721/4	4737/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6493		articStaccatoAbove												
424	422	1179	1183	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6494		articStaccatoAbove												
424	422	4717/4	4733/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6495		articStaccatoAbove												
424	422	2359/2	2367/2	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6496		articStaccatoAbove												
424	422	4719/4	4735/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6497		articStaccatoAbove												
424	422	1180	1184	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6498		articStaccatoAbove												
424	422	4721/4	4737/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6499		articStaccatoAbove												
424	422	1179	1183	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6500		articStaccatoBelow												
425	423	2361/2	2369/2	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6501		articStaccatoAbove												
425	423	4723/4	4739/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6502		articStaccatoAbove												
425	423	1181	1185	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6503		articStaccatoAbove												
425	423	4725/4	4741/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6504		articStaccatoAbove												
425	423	2363/2	2371/2	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6505		articStaccatoAbove												
425	423	4727/4	4743/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6506		articStaccatoAbove												
425	423	2361/2	2369/2	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6507		articStaccatoAbove												
425	423	4723/4	4739/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6508		articStaccatoAbove												
425	423	1181	1185	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6509		articStaccatoAbove												
425	423	4725/4	4741/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6510		articStaccatoAbove												
425	423	2363/2	2371/2	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6511		articStaccatoAbove												
425	423	4727/4	4743/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6512		articStaccatoAbove												
425	423	2361/2	2369/2	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6513		articStaccatoAbove												
425	423	4723/4	4739/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6514		articStaccatoAbove												
425	423	1181	1185	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6515		articStaccatoAbove												
425	423	4725/4	4741/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6516		articStaccatoAbove												
425	423	2363/2	2371/2	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6517		articStaccatoAbove												
425	423	4727/4	4743/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6518		articStaccatoAbove												
426	424	1182	1186	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6519		articStaccatoAbove												
426	424	4729/4	4745/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6520		articStaccatoAbove												
426	424	2365/2	2373/2	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6521		articStaccatoAbove												
426	424	4731/4	4747/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6522		articStaccatoAbove												
426	424	1183	1187	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6523		articStaccatoAbove												
426	424	4733/4	4749/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6524		articStaccatoAbove												
426	424	1182	1186	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6525		articStaccatoBelow												
426	424	4729/4	4745/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6526		articStaccatoBelow												
426	424	2365/2	2373/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6527		articStaccatoBelow												
426	424	4731/4	4747/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6528		articStaccatoBelow												
426	424	1183	1187	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6529		articStaccatoBelow												
426	424	4733/4	4749/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6530		articStaccatoBelow												
426	424	1182	1186	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6531		articStaccatoAbove												
426	424	4729/4	4745/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6532		articStaccatoAbove												
426	424	2365/2	2373/2	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6533		articStaccatoAbove												
426	424	4731/4	4747/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6534		articStaccatoAbove												
426	424	1183	1187	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6535		articStaccatoAbove												
426	424	4733/4	4749/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6536		articStaccatoAbove												
427	425	2367/2	2375/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6537		articStaccatoAbove												
427	425	1184	1188	0.0		1/8	1/8	Dynamic	3/8	1	1	0						sf													
427	425	1184	1188	1.0		1/8	1/8	Chord	3/8	1	1	1/4			1/4	1	6538														
427	425	2367/2	2375/2	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6539		articStaccatoBelow												
427	425	1184	1188	0.0		1/8	1/8	Dynamic	3/8	2	1	0						sf													
427	425	1184	1188	1.0		1/8	1/8	Chord	3/8	2	1	1/4			1/4	1	6540														
427	425	2367/2	2375/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6541		articStaccatoBelow												
427	425	1184	1188	0.0		1/8	1/8	Dynamic	3/8	3	1	0						sf													
427	425	1184	1188	1.0		1/8	1/8	Chord	3/8	3	1	1/4			1/4	1	6542														
428	426	1185	1189	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6543		articStaccatoAbove												
428	426	2371/2	2379/2	0.0		1/8	1/8	Dynamic	3/8	1	1	0						sf													
428	426	2371/2	2379/2	1.0		1/8	1/8	Chord	3/8	1	1	1/4			1/4	1	6544														
428	426	1185	1189	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6545		articStaccatoBelow												
428	426	2371/2	2379/2	0.0		1/8	1/8	Dynamic	3/8	2	1	0						sf													
428	426	2371/2	2379/2	1.0		1/8	1/8	Chord	3/8	2	1	1/4			1/4	1	6546														
428	426	1185	1189	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6547		articStaccatoBelow												
428	426	2371/2	2379/2	0.0		1/8	1/8	Dynamic	3/8	3	1	0						sf													
428	426	2371/2	2379/2	1.0		1/8	1/8	Chord	3/8	3	1	1/4			1/4	1	6548														
429	427	2373/2	2381/2	0.375		0	0	Chord	3/8	1	1	3/32			1/16	3/2	6549								663						
429	427	9495/8	9527/8	0.125		3/32	3/32	Chord	3/8	1	1	1/32			1/32	1	6550														
429	427	1187	1191	0.5		1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	6551		articStaccatoAbove						664						
429	427	2375/2	2383/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	6552		articStaccatoAbove												
429	427	2373/2	2381/2	0.375		0	0	Chord	3/8	2	1	3/32			1/16	3/2	6553								665						
429	427	9495/8	9527/8	0.125		3/32	3/32	Chord	3/8	2	1	1/32			1/32	1	6554														
429	427	1187	1191	0.5		1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	6555		articStaccatoAbove						666						
429	427	2375/2	2383/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6556		articStaccatoAbove												
429	427	2373/2	2381/2	0.375		0	0	Chord	3/8	3	1	3/32			1/16	3/2	6557								667						
429	427	9495/8	9527/8	0.125		3/32	3/32	Chord	3/8	3	1	1/32			1/32	1	6558														
429	427	1187	1191	0.5		1/8	1/8	Chord	3/8	3	1	1/8			1/8	1	6559		articStaccatoAbove						668						
429	427	2375/2	2383/2	0.5		1/4	1/4	Chord	3/8	3	1	1/8			1/8	1	6560		articStaccatoAbove												
430	428	1188	1192	0.0		0	0	Spanner	3/8	2	1	0															100				
430	428	1188	1192	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6561		articStaccatoAbove								100				
430	428	4753/4	4769/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6562		articStaccatoAbove								100				
430	428	2377/2	2385/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6563		articStaccatoAbove								100				
430	428	4755/4	4771/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6564		articStaccatoAbove								100				
430	428	1189	1193	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6565		articStaccatoAbove								100				
430	428	4757/4	4773/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6566		articStaccatoAbove								100				
430	428	1188	1192	0.0		0	0	Spanner	3/8	3	1	0															101				
430	428	1188	1192	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6567		articStaccatoAbove								101				
430	428	4753/4	4769/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6568		articStaccatoAbove								101				
430	428	2377/2	2385/2	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6569		articStaccatoAbove								101				
430	428	4755/4	4771/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6570		articStaccatoAbove								101				
430	428	1189	1193	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6571		articStaccatoAbove								101				
430	428	4757/4	4773/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6572		articStaccatoAbove								101				
430	428	1188	1192	0.0		0	0	Spanner	3/8	4	1	0															102				
430	428	1188	1192	0.25		0	0	Chord	3/8	4	1	1/16			1/16	1	6573		articStaccatoAbove								102				
430	428	4753/4	4769/4	0.25		1/16	1/16	Chord	3/8	4	1	1/16			1/16	1	6574		articStaccatoAbove								102				
430	428	2377/2	2385/2	0.25		1/8	1/8	Chord	3/8	4	1	1/16			1/16	1	6575		articStaccatoAbove								102				
430	428	4755/4	4771/4	0.25		3/16	3/16	Chord	3/8	4	1	1/16			1/16	1	6576		articStaccatoAbove								102				
430	428	1189	1193	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6577		articStaccatoAbove								102				
430	428	4757/4	4773/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6578		articStaccatoAbove								102				
431	429	2379/2	2387/2	0.0		0	0	Spanner	3/8	1	1	0															103				
431	429	2379/2	2387/2	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6579		articStaccatoAbove								103				
431	429	4759/4	4775/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6580		articStaccatoAbove								103				
431	429	1190	1194	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6581		articStaccatoAbove								103				
431	429	4761/4	4777/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6582		articStaccatoAbove								103				
431	429	2381/2	2389/2	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6583		articStaccatoAbove								103				
431	429	4763/4	4779/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6584		articStaccatoAbove								103				
431	429	2379/2	2387/2	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6585		articStaccatoAbove								100				
431	429	4759/4	4775/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6586		articStaccatoAbove								100				
431	429	1190	1194	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6587		articStaccatoAbove								100				
431	429	4761/4	4777/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6588		articStaccatoAbove								100				
431	429	2381/2	2389/2	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6589		articStaccatoAbove								100				
431	429	4763/4	4779/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6590		articStaccatoAbove								100				
431	429	2379/2	2387/2	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6591		articStaccatoAbove								101				
431	429	4759/4	4775/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6592		articStaccatoAbove								101				
431	429	1190	1194	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6593		articStaccatoAbove								101				
431	429	4761/4	4777/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6594		articStaccatoAbove								101				
431	429	2381/2	2389/2	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6595		articStaccatoAbove								101				
431	429	4763/4	4779/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6596		articStaccatoAbove								101				
431	429	2379/2	2387/2	0.25		0	0	Chord	3/8	4	1	1/16			1/16	1	6597		articStaccatoAbove								102				
431	429	4759/4	4775/4	0.25		1/16	1/16	Chord	3/8	4	1	1/16			1/16	1	6598		articStaccatoAbove								102				
431	429	1190	1194	0.25		1/8	1/8	Chord	3/8	4	1	1/16			1/16	1	6599		articStaccatoAbove								102				
431	429	4761/4	4777/4	0.25		3/16	3/16	Chord	3/8	4	1	1/16			1/16	1	6600		articStaccatoAbove								102				
431	429	2381/2	2389/2	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6601		articStaccatoAbove								102				
431	429	4763/4	4779/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6602		articStaccatoAbove								102				
432	430	1191	1195	0.0		0	0	Spanner	3/8	1	1	0																			
432	430	1191	1195	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6603		articStaccatoAbove												
432	430	4765/4	4781/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6604		articStaccatoAbove												
432	430	2383/2	2391/2	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6605		articStaccatoAbove												
432	430	4767/4	4783/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6606		articStaccatoAbove												
432	430	1192	1196	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6607		articStaccatoAbove												
432	430	4769/4	4785/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6608		articStaccatoAbove												
432	430	1191	1195	0.0		0	0	Spanner	3/8	2	1	0																			
432	430	1191	1195	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6609		articStaccatoBelow												
432	430	4765/4	4781/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6610		articStaccatoBelow												
432	430	2383/2	2391/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6611		articStaccatoBelow												
432	430	4767/4	4783/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6612		articStaccatoBelow												
432	430	1192	1196	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6613		articStaccatoBelow												
432	430	4769/4	4785/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6614		articStaccatoBelow												
432	430	1191	1195	0.0		0	0	Spanner	3/8	3	1	0																			
432	430	1191	1195	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6615		articStaccatoAbove												
432	430	4765/4	4781/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6616		articStaccatoAbove												
432	430	2383/2	2391/2	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6617		articStaccatoAbove												
432	430	4767/4	4783/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6618		articStaccatoAbove												
432	430	1192	1196	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6619		articStaccatoAbove												
432	430	4769/4	4785/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6620		articStaccatoAbove												
432	430	1191	1195	0.0		0	0	Spanner	3/8	4	1	0																			
432	430	1191	1195	0.25		0	0	Chord	3/8	4	1	1/16			1/16	1	6621		articStaccatoAbove												
432	430	4765/4	4781/4	0.25		1/16	1/16	Chord	3/8	4	1	1/16			1/16	1	6622		articStaccatoAbove												
432	430	2383/2	2391/2	0.25		1/8	1/8	Chord	3/8	4	1	1/16			1/16	1	6623		articStaccatoAbove												
432	430	4767/4	4783/4	0.25		3/16	3/16	Chord	3/8	4	1	1/16			1/16	1	6624		articStaccatoAbove												
432	430	1192	1196	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6625		articStaccatoAbove												
432	430	4769/4	4785/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6626		articStaccatoAbove												
433	431	2385/2	2393/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6627		articStaccatoAbove												
433	431	1193	1197	0.0		1/8	1/8	Dynamic	3/8	1	1	0						sf													
433	431	1193	1197	1.0		1/8	1/8	Chord	3/8	1	1	1/4			1/4	1	6628														
433	431	2385/2	2393/2	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6629		articStaccatoBelow												
433	431	1193	1197	0.0		1/8	1/8	Dynamic	3/8	2	1	0						sf													
433	431	1193	1197	1.0		1/8	1/8	Chord	3/8	2	1	1/4			1/4	1	6630														
433	431	2385/2	2393/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6631		articStaccatoBelow												
433	431	1193	1197	0.0		1/8	1/8	Dynamic	3/8	3	1	0						sf													
