mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.
303	300	666	668	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3224										
303	300	2665/4	2673/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3225										
303	300	1333/2	1337/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3226										
303	300	2667/4	2675/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3227										
303	300	667	669	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3228										
303	300	2669/4	2677/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3229										
304	301	1335/2	1339/2	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	3230										
304	301	1335/2	1339/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3231										
304	301	2671/4	2679/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3232										
304	301	668	670	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3233										
304	301	2673/4	2681/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3234										
304	301	1337/2	1341/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3235										
304	301	2675/4	2683/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3236										
304	301	669	671	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3237										
304	301	2677/4	2685/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3238										
304	301	1339/2	1343/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3239										
304	301	2679/4	2687/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3240										
304	301	670	672	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3241										
304	301	2681/4	2689/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3242										
305	302	1341/2	1345/2	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	3243										
305	302	1341/2	1345/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3244										
305	302	2683/4	2691/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3245										
305	302	671	673	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3246										
305	302	2685/4	2693/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3247										
305	302	1343/2	1347/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3248										
305	302	2687/4	2695/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3249										
305	302	672	674	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3250										
305	302	2689/4	2697/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3251										
305	302	1345/2	1349/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3252										
305	302	2691/4	2699/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3253										
305	302	673	675	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3254										
305	302	2693/4	2701/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3255										
306	303	1347/2	1351/2	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	3256										
306	303	1347/2	1351/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3257										
306	303	2695/4	2703/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3258										
306	303	674	676	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3259										
306	303	2697/4	2705/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3260										
306	303	1349/2	1353/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3261										
306	303	2699/4	2707/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3262										
306	303	675	677	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3263										
306	303	2701/4	2709/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3264										
306	303	1351/2	1355/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3265										
306	303	2703/4	2711/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3266										
306	303	676	678	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3267										
306	303	2705/4	2713/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3268										
307	304	1353/2	1357/2	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	3269										
307	304	1353/2	1357/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3270										
307	304	2707/4	2715/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3271										
307	304	677	679	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3272										
307	304	2709/4	2717/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3273										
307	304	1355/2	1359/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3274										
307	304	2711/4	2719/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3275										
307	304	678	680	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3276										
307	304	2713/4	2721/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3277										
307	304	1357/2	1361/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3278										
307	304	2715/4	2723/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3279										
307	304	679	681	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3280										
307	304	2717/4	2725/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3281										
308	305	1359/2	1363/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3282										
308	305	1359/2	1363/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3283										
308	305	2719/4	2727/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3284										
308	305	680	682	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3285										
308	305	2721/4	2729/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3286										
308	305	1361/2	1365/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3287										
308	305	2723/4	2731/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3288										
308	305	681	683	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3289										
308	305	2725/4	2733/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3290										
308	305	1363/2	1367/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3291										
308	305	2727/4	2735/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3292										
308	305	682	684	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3293										
308	305	2729/4	2737/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3294										
309	306	1369/2	1373/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3295		articStaccatoAbove								
309	306	685	687	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3296		articStaccatoAbove								
309	306	1365/2	1369/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3297										
309	306	2731/4	2739/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3298										
309	306	683	685	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3299										
309	306	2733/4	2741/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3300										
309	306	1367/2	1371/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3301										
309	306	2735/4	2743/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3302										
309	306	684	686	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3303										
309	306	2737/4	2745/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3304										
309	306	1369/2	1373/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3305										
309	306	2739/4	2747/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3306										
309	306	685	687	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3307										
309	306	2741/4	2749/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3308										
310	307	1371/2	1375/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3309								222		
310	307	1373/2	1377/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3310										
310	307	1375/2	1379/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3311		articStaccatoAbove								
310	307	688	690	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3312		articStaccatoAbove								
310	307	1371/2	1375/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3313										
310	307	2743/4	2751/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3314										
310	307	686	688	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3315										
310	307	2745/4	2753/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3316										
310	307	1373/2	1377/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3317										
310	307	2747/4	2755/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3318										
310	307	687	689	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3319										
310	307	2749/4	2757/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3320										
310	307	1375/2	1379/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3321										
310	307	2751/4	2759/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3322										
310	307	688	690	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3323										
310	307	2753/4	2761/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3324										
311	308	1377/2	1381/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3325								223		
311	308	1379/2	1383/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3326										
311	308	1381/2	1385/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3327		articStaccatoAbove								
311	308	691	693	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3328		articStaccatoAbove								
311	308	1377/2	1381/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3329										
311	308	2755/4	2763/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3330										
311	308	689	691	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3331										
311	308	2757/4	2765/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3332										
311	308	1379/2	1383/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3333										
311	308	2759/4	2767/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3334										
311	308	690	692	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3335										
311	308	2761/4	2769/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3336										
311	308	1381/2	1385/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3337										
311	308	2763/4	2771/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3338										
311	308	691	693	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3339										
311	308	2765/4	2773/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3340										
312	309	1383/2	1387/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3341										
312	309	1383/2	1387/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3342										
312	309	2767/4	2775/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3343										
312	309	692	694	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3344										
312	309	2769/4	2777/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3345										
312	309	1385/2	1389/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3346										
312	309	2771/4	2779/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3347										
312	309	693	695	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3348										
312	309	2773/4	2781/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3349										
312	309	1387/2	1391/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3350										
312	309	2775/4	2783/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3351										
312	309	694	696	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3352										
312	309	2777/4	2785/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3353										
313	310	1389/2	1393/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3354										
313	310	2779/4	2787/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3355										
313	310	695	697	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3356										
313	310	2781/4	2789/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3357										
313	310	1391/2	1395/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3358										
313	310	2783/4	2791/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3359										
313	310	696	698	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3360										
313	310	2785/4	2793/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3361										
313	310	1393/2	1397/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3362										
313	310	2787/4	2795/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3363										
313	310	697	699	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3364										
313	310	2789/4	2797/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3365										
314	311	1395/2	1399/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3366										
314	311	2791/4	2799/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3367										
314	311	698	700	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3368										
314	311	2793/4	2801/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3369										
314	311	1397/2	1401/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3370										
314	311	2795/4	2803/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3371										
314	311	699	701	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3372										
314	311	2797/4	2805/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3373										
314	311	1399/2	1403/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3374										
314	311	2799/4	2807/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3375										
314	311	700	702	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3376										
314	311	2801/4	2809/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3377										
315	312	1401/2	1405/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3378										
315	312	2803/4	2811/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3379										
315	312	701	703	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3380										
315	312	2805/4	2813/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3381										
315	312	1403/2	1407/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3382										
315	312	2807/4	2815/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3383										
315	312	702	704	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3384										
315	312	2809/4	2817/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3385										
315	312	1405/2	1409/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3386										
315	312	2811/4	2819/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3387										
315	312	703	705	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3388										
315	312	2813/4	2821/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3389										
316	313	1407/2	1411/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3390										
316	313	2815/4	2823/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3391										
316	313	704	706	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3392										
316	313	2817/4	2825/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3393										
316	313	1409/2	1413/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3394										
316	313	2819/4	2827/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3395										
316	313	705	707	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3396										
316	313	2821/4	2829/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3397										
316	313	1411/2	1415/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3398										
316	313	2823/4	2831/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3399										
316	313	706	708	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3400										
316	313	2825/4	2833/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3401										
317	314	1417/2	1421/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3402		articStaccatoAbove								
317	314	709	711	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3403		articStaccatoAbove								
317	314	1413/2	1417/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3404										
317	314	2827/4	2835/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3405										
317	314	707	709	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3406										
317	314	2829/4	2837/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3407										
317	314	1415/2	1419/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3408										
317	314	2831/4	2839/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3409										
317	314	708	710	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3410										
317	314	2833/4	2841/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3411										
317	314	1417/2	1421/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3412										
317	314	2835/4	2843/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3413										
317	314	709	711	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3414										
317	314	2837/4	2845/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3415										
318	315	1419/2	1423/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3416								224		
318	315	1421/2	1425/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3417										
318	315	1423/2	1427/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3418		articStaccatoAbove								
318	315	712	714	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3419		articStaccatoAbove								
318	315	1419/2	1423/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3420										
318	315	2839/4	2847/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3421										
318	315	710	712	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3422										
318	315	2841/4	2849/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3423										
318	315	1421/2	1425/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3424										
318	315	2843/4	2851/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3425										
318	315	711	713	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3426										
318	315	2845/4	2853/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3427										
318	315	1423/2	1427/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3428										
318	315	2847/4	2855/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3429										
318	315	712	714	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3430										
318	315	2849/4	2857/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3431										
319	316	1425/2	1429/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3432								225		
319	316	1427/2	1431/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3433										
319	316	1429/2	1433/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3434		articStaccatoAbove								
319	316	715	717	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3435		articStaccatoAbove								
319	316	1425/2	1429/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3436										
319	316	2851/4	2859/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3437										
319	316	713	715	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3438										
319	316	2853/4	2861/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3439										
319	316	1427/2	1431/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3440										
319	316	2855/4	2863/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3441										
319	316	714	716	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3442										
319	316	2857/4	2865/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3443										
319	316	1429/2	1433/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3444										
319	316	2859/4	2867/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3445										
319	316	715	717	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3446										
319	316	2861/4	2869/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3447										
320	317	1431/2	1435/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3448										
320	317	1431/2	1435/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3449										
320	317	2863/4	2871/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3450										
320	317	716	718	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3451										
320	317	2865/4	2873/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3452										
320	317	1433/2	1437/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3453										
320	317	2867/4	2875/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3454										
320	317	717	719	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3455										
320	317	2869/4	2877/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3456										
320	317	1435/2	1439/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3457										
320	317	2871/4	2879/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3458										
320	317	718	720	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3459										
320	317	2873/4	2881/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3460										
321	318	1437/2	1441/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3461										
321	318	2875/4	2883/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3462										
321	318	719	721	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3463										
321	318	2877/4	2885/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3464										
321	318	1439/2	1443/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3465										
321	318	2879/4	2887/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3466										
321	318	720	722	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3467										
321	318	2881/4	2889/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3468										
321	318	1441/2	1445/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3469										
321	318	2883/4	2891/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3470										
321	318	721	723	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3471										
321	318	2885/4	2893/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3472										
322	319	1443/2	1447/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3473										
322	319	2887/4	2895/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3474										
322	319	722	724	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3475										
322	319	2889/4	2897/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3476										
322	319	1445/2	1449/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3477										
322	319	2891/4	2899/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3478										
322	319	723	725	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3479										
322	319	2893/4	2901/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3480										
322	319	1447/2	1451/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3481										
322	319	2895/4	2903/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3482										
322	319	724	726	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3483										
322	319	2897/4	2905/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3484										
323	320	1449/2	1453/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3485										
323	320	2899/4	2907/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3486										
323	320	725	727	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3487										
323	320	2901/4	2909/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3488										
323	320	1451/2	1455/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3489										
323	320	2903/4	2911/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3490										
323	320	726	728	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3491										
323	320	2905/4	2913/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3492										
323	320	1453/2	1457/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3493										
323	320	2907/4	2915/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3494										
323	320	727	729	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3495										
323	320	2909/4	2917/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3496										
324	321	1455/2	1459/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3497										
