StaffMeasureIndex,SystemIndex,StaffIndex,Left,Top,Height,Width,Image
28,15,7,239,437,22,155,Wagner_WWV086B_196.png
29,16,7,398,437,22,163,Wagner_WWV086B_196.png
30,14,8,47,482,21,191,Wagner_WWV086B_196.png
31,15,8,239,482,21,155,Wagner_WWV086B_196.png
32,16,8,398,482,21,163,Wagner_WWV086B_196.png
33,17,9,49,550,25,188,Wagner_WWV086B_196.png
34,18,9,239,550,25,99,Wagner_WWV086B_196.png
35,19,9,339,550,25,97,Wagner_WWV086B_196.png
36,20,9,437,550,25,124,Wagner_WWV086B_196.png
37,17,10,49,594,25,188,Wagner_WWV086B_196.png
38,18,10,239,594,25,99,Wagner_WWV086B_196.png
39,19,10,339,594,25,97,Wagner_WWV086B_196.png
40,20,10,437,594,25,124,Wagner_WWV086B_196.png
41,21,11,52,666,27,134,Wagner_WWV086B_196.png
42,22,11,187,666,27,100,Wagner_WWV086B_196.png
43,23,11,288,666,27,100,Wagner_WWV086B_196.png
44,24,11,389,666,27,83,Wagner_WWV086B_196.png
45,25,11,472,666,27,92,Wagner_WWV086B_196.png
46,21,12,52,719,24,134,Wagner_WWV086B_196.png
47,22,12,187,719,24,100,Wagner_WWV086B_196.png
48,23,12,288,719,24,100,Wagner_WWV086B_196.png
49,24,12,389,719,24,83,Wagner_WWV086B_196.png
50,25,12,472,719,24,92,Wagner_WWV086B_196.png
1,1,1,48,86,24,84,Wagner_WWV086B_197.png
2,2,1,133,86,24,62,Wagner_WWV086B_197.png
3,3,1,196,86,24,77,Wagner_WWV086B_197.png
4,4,1,275,86,24,74,Wagner_WWV086B_197.png
5,5,1,350,86,24,100,Wagner_WWV086B_197.png
6,6,1,451,86,24,109,Wagner_WWV086B_197.png
7,1,2,48,133,25,84,Wagner_WWV086B_197.png
8,2,2,133,133,25,62,Wagner_WWV086B_197.png
9,3,2,196,133,25,77,Wagner_WWV086B_197.png
10,4,2,275,133,25,74,Wagner_WWV086B_197.png
11,5,2,350,133,25,100,Wagner_WWV086B_197.png
12,6,2,451,133,25,109,Wagner_WWV086B_197.png
13,7,3,47,201,23,145,Wagner_WWV086B_197.png
14,8,3,193,201,23,113,Wagner_WWV086B_197.png
15,9,3,307,201,23,128,Wagner_WWV086B_197.png
16,10,3,436,201,23,124,Wagner_WWV086B_197.png
17,7,4,47,253,23,145,Wagner_WWV086B_197.png
18,8,4,193,253,23,113,Wagner_WWV086B_197.png
19,9,4,307,253,23,128,Wagner_WWV086B_197.png
20,10,4,436,253,23,124,Wagner_WWV086B_197.png
21,11,5,47,323,22,122,Wagner_WWV086B_197.png
22,12,5,170,323,22,63,Wagner_WWV086B_197.png
23,13,5,234,323,22,68,Wagner_WWV086B_197.png
24,14,5,303,323,22,128,Wagner_WWV086B_197.png
25,15,5,432,323,22,127,Wagner_WWV086B_197.png
26,11,6,47,372,23,122,Wagner_WWV086B_197.png
27,12,6,170,372,23,63,Wagner_WWV086B_197.png
28,13,6,234,372,23,68,Wagner_WWV086B_197.png
29,14,6,303,372,23,128,Wagner_WWV086B_197.png
30,15,6,432,372,23,127,Wagner_WWV086B_197.png
31,16,7,45,445,23,138,Wagner_WWV086B_197.png
32,17,7,183,445,23,105,Wagner_WWV086B_197.png
33,18,7,290,445,23,254,Wagner_WWV086B_197.png
34,16,8,45,491,21,138,Wagner_WWV086B_197.png
35,17,8,183,491,21,105,Wagner_WWV086B_197.png
36,18,8,290,491,21,254,Wagner_WWV086B_197.png
37,19,9,45,564,22,196,Wagner_WWV086B_197.png
38,20,9,242,564,22,218,Wagner_WWV086B_197.png
39,21,9,462,564,22,99,Wagner_WWV086B_197.png
40,19,10,45,608,22,196,Wagner_WWV086B_197.png
41,20,10,242,608,22,218,Wagner_WWV086B_197.png
42,21,10,462,608,22,99,Wagner_WWV086B_197.png
43,22,11,45,683,22,121,Wagner_WWV086B_197.png
44,23,11,167,683,22,179,Wagner_WWV086B_197.png
45,24,11,347,683,22,210,Wagner_WWV086B_197.png
46,22,12,45,726,21,121,Wagner_WWV086B_197.png
47,23,12,167,726,21,179,Wagner_WWV086B_197.png
48,24,12,347,726,21,210,Wagner_WWV086B_197.png
1,1,1,46,77,24,189,Wagner_WWV086B_198.png
2,2,1,237,77,24,154,Wagner_WWV086B_198.png
3,3,1,392,77,24,168,Wagner_WWV086B_198.png
4,1,2,46,122,21,189,Wagner_WWV086B_198.png
5,2,2,237,122,21,154,Wagner_WWV086B_198.png
6,3,2,392,122,21,168,Wagner_WWV086B_198.png
7,4,3,46,201,24,207,Wagner_WWV086B_198.png
8,5,3,254,201,24,154,Wagner_WWV086B_198.png
9,6,3,410,201,24,151,Wagner_WWV086B_198.png
10,4,4,46,252,23,207,Wagner_WWV086B_198.png
11,5,4,254,252,23,154,Wagner_WWV086B_198.png
12,6,4,410,252,23,151,Wagner_WWV086B_198.png
13,7,5,47,319,24,191,Wagner_WWV086B_198.png
14,8,5,239,319,24,155,Wagner_WWV086B_198.png
15,9,5,396,319,24,165,Wagner_WWV086B_198.png
16,7,6,47,363,23,191,Wagner_WWV086B_198.png
17,8,6,239,363,23,155,Wagner_WWV086B_198.png
18,9,6,396,363,23,165,Wagner_WWV086B_198.png
19,10,7,46,440,23,193,Wagner_WWV086B_198.png
20,11,7,241,440,23,82,Wagner_WWV086B_198.png
21,12,7,324,440,23,99,Wagner_WWV086B_198.png
22,13,7,423,440,23,137,Wagner_WWV086B_198.png
23,10,8,46,486,22,193,Wagner_WWV086B_198.png
24,11,8,241,486,22,82,Wagner_WWV086B_198.png
25,12,8,324,486,22,99,Wagner_WWV086B_198.png
26,13,8,423,486,22,137,Wagner_WWV086B_198.png
27,14,9,47,557,23,132,Wagner_WWV086B_198.png
28,15,9,180,557,23,147,Wagner_WWV086B_198.png
29,16,9,328,557,23,103,Wagner_WWV086B_198.png
30,17,9,432,557,23,130,Wagner_WWV086B_198.png
31,14,10,47,605,22,132,Wagner_WWV086B_198.png
32,15,10,180,605,22,147,Wagner_WWV086B_198.png
33,16,10,328,605,22,103,Wagner_WWV086B_198.png
34,17,10,432,605,22,130,Wagner_WWV086B_198.png
35,18,11,49,673,24,164,Wagner_WWV086B_198.png
36,19,11,214,673,24,127,Wagner_WWV086B_198.png
37,20,11,342,673,24,104,Wagner_WWV086B_198.png
38,21,11,447,673,24,116,Wagner_WWV086B_198.png
39,18,12,49,733,23,164,Wagner_WWV086B_198.png
40,19,12,214,733,23,127,Wagner_WWV086B_198.png
41,20,12,342,733,23,104,Wagner_WWV086B_198.png
42,21,12,447,733,23,116,Wagner_WWV086B_198.png
1,1,1,54,82,23,200,Wagner_WWV086B_199.png
2,2,1,254,82,23,163,Wagner_WWV086B_199.png
3,3,1,419,82,23,148,Wagner_WWV086B_199.png
4,1,2,54,124,24,200,Wagner_WWV086B_199.png
5,2,2,254,124,24,163,Wagner_WWV086B_199.png
6,3,2,419,124,24,148,Wagner_WWV086B_199.png
7,4,3,54,200,23,182,Wagner_WWV086B_199.png
8,5,3,237,200,23,177,Wagner_WWV086B_199.png
9,6,3,415,200,23,152,Wagner_WWV086B_199.png
10,4,4,54,243,23,182,Wagner_WWV086B_199.png
11,5,4,237,243,23,177,Wagner_WWV086B_199.png
12,6,4,415,243,23,152,Wagner_WWV086B_199.png
13,7,5,52,315,24,193,Wagner_WWV086B_199.png
14,8,5,246,315,24,155,Wagner_WWV086B_199.png
15,9,5,402,315,24,164,Wagner_WWV086B_199.png
16,7,6,52,357,24,193,Wagner_WWV086B_199.png
17,8,6,246,357,24,155,Wagner_WWV086B_199.png
18,9,6,402,357,24,164,Wagner_WWV086B_199.png
19,10,7,52,440,21,202,Wagner_WWV086B_199.png
20,11,7,255,440,21,159,Wagner_WWV086B_199.png
21,12,7,416,440,21,149,Wagner_WWV086B_199.png
22,10,8,52,487,23,202,Wagner_WWV086B_199.png
23,11,8,255,487,23,159,Wagner_WWV086B_199.png
24,12,8,416,487,23,149,Wagner_WWV086B_199.png
25,13,9,51,561,23,201,Wagner_WWV086B_199.png
26,14,9,253,561,23,158,Wagner_WWV086B_199.png
27,15,9,412,561,23,151,Wagner_WWV086B_199.png
28,13,10,51,614,23,201,Wagner_WWV086B_199.png
29,14,10,253,614,23,158,Wagner_WWV086B_199.png
30,15,10,412,614,23,151,Wagner_WWV086B_199.png
31,16,11,49,683,22,208,Wagner_WWV086B_199.png
32,17,11,259,683,22,168,Wagner_WWV086B_199.png
33,18,11,429,683,22,132,Wagner_WWV086B_199.png
34,16,12,49,735,22,208,Wagner_WWV086B_199.png
35,17,12,259,735,22,168,Wagner_WWV086B_199.png
36,18,12,429,735,22,132,Wagner_WWV086B_199.png
1,1,1,50,63,23,168,Wagner_WWV086B_200.png
2,2,1,219,63,23,118,Wagner_WWV086B_200.png
3,3,1,337,63,23,114,Wagner_WWV086B_200.png
4,4,1,453,63,23,110,Wagner_WWV086B_200.png
5,1,2,50,118,27,168,Wagner_WWV086B_200.png
6,2,2,219,118,27,118,Wagner_WWV086B_200.png
7,3,2,337,118,27,114,Wagner_WWV086B_200.png
8,4,2,453,118,27,110,Wagner_WWV086B_200.png
9,5,3,51,190,24,187,Wagner_WWV086B_200.png
10,6,3,239,190,24,126,Wagner_WWV086B_200.png
11,7,3,366,190,24,107,Wagner_WWV086B_200.png
12,8,3,474,190,24,90,Wagner_WWV086B_200.png
13,5,4,51,245,24,187,Wagner_WWV086B_200.png
14,6,4,239,245,24,126,Wagner_WWV086B_200.png
15,7,4,366,245,24,107,Wagner_WWV086B_200.png
16,8,4,474,245,24,90,Wagner_WWV086B_200.png
17,9,5,50,316,23,121,Wagner_WWV086B_200.png
18,10,5,173,316,23,105,Wagner_WWV086B_200.png
19,11,5,280,316,23,163,Wagner_WWV086B_200.png
20,12,5,444,316,23,119,Wagner_WWV086B_200.png
21,9,6,50,374,25,121,Wagner_WWV086B_200.png
22,10,6,173,374,25,105,Wagner_WWV086B_200.png
23,11,6,280,374,25,163,Wagner_WWV086B_200.png
24,12,6,444,374,25,119,Wagner_WWV086B_200.png
25,13,7,51,446,22,168,Wagner_WWV086B_200.png
26,14,7,220,446,22,114,Wagner_WWV086B_200.png
27,15,7,335,446,22,119,Wagner_WWV086B_200.png
28,16,7,456,446,22,109,Wagner_WWV086B_200.png
29,13,8,51,495,22,168,Wagner_WWV086B_200.png
30,14,8,220,495,22,114,Wagner_WWV086B_200.png
31,15,8,335,495,22,119,Wagner_WWV086B_200.png
32,16,8,456,495,22,109,Wagner_WWV086B_200.png
33,17,9,51,566,24,155,Wagner_WWV086B_200.png
34,18,9,209,566,24,111,Wagner_WWV086B_200.png
35,19,9,321,566,24,155,Wagner_WWV086B_200.png
36,20,9,478,566,24,91,Wagner_WWV086B_200.png
37,17,10,51,622,22,155,Wagner_WWV086B_200.png
38,18,10,209,622,22,111,Wagner_WWV086B_200.png
39,19,10,321,622,22,155,Wagner_WWV086B_200.png
40,20,10,478,622,22,91,Wagner_WWV086B_200.png
41,21,11,54,692,26,140,Wagner_WWV086B_200.png
42,22,11,195,692,26,189,Wagner_WWV086B_200.png
43,23,11,385,692,26,183,Wagner_WWV086B_200.png
44,21,12,54,735,21,140,Wagner_WWV086B_200.png
45,22,12,195,735,21,189,Wagner_WWV086B_200.png
46,23,12,385,735,21,183,Wagner_WWV086B_200.png
1,1,1,41,78,23,186,Wagner_WWV086B_201.png
2,2,1,228,78,23,163,Wagner_WWV086B_201.png
3,3,1,392,78,23,164,Wagner_WWV086B_201.png
4,1,2,41,125,22,186,Wagner_WWV086B_201.png
5,2,2,228,125,22,163,Wagner_WWV086B_201.png
6,3,2,392,125,22,164,Wagner_WWV086B_201.png
7,4,3,41,201,24,207,Wagner_WWV086B_201.png
8,5,3,249,201,24,162,Wagner_WWV086B_201.png
9,6,3,412,201,24,144,Wagner_WWV086B_201.png
10,4,4,41,247,22,207,Wagner_WWV086B_201.png
11,5,4,249,247,22,162,Wagner_WWV086B_201.png
12,6,4,412,247,22,144,Wagner_WWV086B_201.png
13,7,5,41,320,24,207,Wagner_WWV086B_201.png
14,8,5,249,320,24,167,Wagner_WWV086B_201.png
15,9,5,417,320,24,138,Wagner_WWV086B_201.png
16,7,6,41,368,23,207,Wagner_WWV086B_201.png
17,8,6,249,368,23,167,Wagner_WWV086B_201.png
18,9,6,417,368,23,138,Wagner_WWV086B_201.png
19,10,7,41,447,21,164,Wagner_WWV086B_201.png
20,11,7,206,447,21,71,Wagner_WWV086B_201.png
21,12,7,278,447,21,119,Wagner_WWV086B_201.png
22,13,7,399,447,21,74,Wagner_WWV086B_201.png
23,14,7,474,447,21,81,Wagner_WWV086B_201.png
24,10,8,41,495,21,164,Wagner_WWV086B_201.png
25,11,8,206,495,21,71,Wagner_WWV086B_201.png
26,12,8,278,495,21,119,Wagner_WWV086B_201.png
27,13,8,399,495,21,74,Wagner_WWV086B_201.png
28,14,8,474,495,21,81,Wagner_WWV086B_201.png
29,15,9,38,571,22,125,Wagner_WWV086B_201.png
30,16,9,164,571,22,97,Wagner_WWV086B_201.png
31,17,9,262,571,22,174,Wagner_WWV086B_201.png
32,18,9,436,571,22,89,Wagner_WWV086B_201.png
33,15,10,38,619,22,125,Wagner_WWV086B_201.png
34,16,10,164,619,22,97,Wagner_WWV086B_201.png
35,17,10,262,619,22,174,Wagner_WWV086B_201.png
36,18,10,436,619,22,89,Wagner_WWV086B_201.png
37,19,11,38,683,23,129,Wagner_WWV086B_201.png
38,20,11,168,683,23,69,Wagner_WWV086B_201.png
39,21,11,238,683,23,162,Wagner_WWV086B_201.png
40,22,11,401,683,23,154,Wagner_WWV086B_201.png
41,19,12,38,731,22,129,Wagner_WWV086B_201.png
42,20,12,168,731,22,69,Wagner_WWV086B_201.png
43,21,12,238,731,22,162,Wagner_WWV086B_201.png
44,22,12,401,731,22,154,Wagner_WWV086B_201.png
1,1,1,57,71,23,127,Wagner_WWV086B_202.png
2,2,1,185,71,23,65,Wagner_WWV086B_202.png
3,3,1,251,71,23,173,Wagner_WWV086B_202.png
4,4,1,425,71,23,146,Wagner_WWV086B_202.png
5,1,2,57,121,23,127,Wagner_WWV086B_202.png
6,2,2,185,121,23,65,Wagner_WWV086B_202.png
7,3,2,251,121,23,173,Wagner_WWV086B_202.png
8,4,2,425,121,23,146,Wagner_WWV086B_202.png
9,5,3,57,200,22,181,Wagner_WWV086B_202.png
10,6,3,239,200,22,155,Wagner_WWV086B_202.png
11,7,3,396,200,22,175,Wagner_WWV086B_202.png
12,5,4,57,249,23,181,Wagner_WWV086B_202.png
13,6,4,239,249,23,155,Wagner_WWV086B_202.png
14,7,4,396,249,23,175,Wagner_WWV086B_202.png
15,8,5,57,329,23,217,Wagner_WWV086B_202.png
16,9,5,275,329,23,160,Wagner_WWV086B_202.png
17,10,5,436,329,23,135,Wagner_WWV086B_202.png
18,8,6,57,381,22,217,Wagner_WWV086B_202.png
19,9,6,275,381,22,160,Wagner_WWV086B_202.png
20,10,6,436,381,22,135,Wagner_WWV086B_202.png
21,11,7,57,451,23,177,Wagner_WWV086B_202.png
22,12,7,235,451,23,97,Wagner_WWV086B_202.png
23,13,7,333,451,23,139,Wagner_WWV086B_202.png
24,14,7,473,451,23,99,Wagner_WWV086B_202.png
25,11,8,57,501,22,177,Wagner_WWV086B_202.png
26,12,8,235,501,22,97,Wagner_WWV086B_202.png
27,13,8,333,501,22,139,Wagner_WWV086B_202.png
28,14,8,473,501,22,99,Wagner_WWV086B_202.png
29,15,9,58,566,22,123,Wagner_WWV086B_202.png
30,16,9,182,566,22,74,Wagner_WWV086B_202.png
31,17,9,257,566,22,74,Wagner_WWV086B_202.png
32,18,9,332,566,22,76,Wagner_WWV086B_202.png
33,19,9,409,566,22,71,Wagner_WWV086B_202.png
34,20,9,482,566,22,66,Wagner_WWV086B_202.png
35,15,10,58,614,20,123,Wagner_WWV086B_202.png
36,16,10,182,614,20,74,Wagner_WWV086B_202.png
37,17,10,257,614,20,74,Wagner_WWV086B_202.png
38,18,10,332,614,20,76,Wagner_WWV086B_202.png
39,19,10,409,614,20,71,Wagner_WWV086B_202.png
40,20,10,482,614,20,66,Wagner_WWV086B_202.png
41,21,11,59,678,24,147,Wagner_WWV086B_202.png
42,22,11,207,678,24,117,Wagner_WWV086B_202.png
43,23,11,324,678,24,126,Wagner_WWV086B_202.png
44,24,11,452,678,24,122,Wagner_WWV086B_202.png
45,21,12,59,729,27,147,Wagner_WWV086B_202.png
46,22,12,207,729,27,117,Wagner_WWV086B_202.png
47,23,12,324,729,27,126,Wagner_WWV086B_202.png
48,24,12,452,729,27,122,Wagner_WWV086B_202.png
1,1,1,40,66,23,167,Wagner_WWV086B_203.png
2,2,1,208,66,23,167,Wagner_WWV086B_203.png
3,3,1,376,66,23,177,Wagner_WWV086B_203.png
4,1,2,40,117,23,167,Wagner_WWV086B_203.png
5,2,2,208,117,23,167,Wagner_WWV086B_203.png
6,3,2,376,117,23,177,Wagner_WWV086B_203.png
7,4,3,40,187,25,202,Wagner_WWV086B_203.png
8,5,3,243,187,25,172,Wagner_WWV086B_203.png
9,6,3,416,187,25,137,Wagner_WWV086B_203.png
10,4,4,40,243,25,202,Wagner_WWV086B_203.png
11,5,4,243,243,25,172,Wagner_WWV086B_203.png
12,6,4,416,243,25,137,Wagner_WWV086B_203.png
13,7,5,40,302,23,147,Wagner_WWV086B_203.png
14,8,5,188,302,23,119,Wagner_WWV086B_203.png
15,9,5,308,302,23,121,Wagner_WWV086B_203.png
16,10,5,430,302,23,123,Wagner_WWV086B_203.png
17,7,6,40,362,24,147,Wagner_WWV086B_203.png
18,8,6,188,362,24,119,Wagner_WWV086B_203.png
19,9,6,308,362,24,121,Wagner_WWV086B_203.png
20,10,6,430,362,24,123,Wagner_WWV086B_203.png
21,11,7,40,430,24,141,Wagner_WWV086B_203.png
22,12,7,182,430,24,132,Wagner_WWV086B_203.png
23,13,7,315,430,24,134,Wagner_WWV086B_203.png
24,14,7,450,430,24,103,Wagner_WWV086B_203.png
25,11,8,40,480,22,141,Wagner_WWV086B_203.png
26,12,8,182,480,22,132,Wagner_WWV086B_203.png
27,13,8,315,480,22,134,Wagner_WWV086B_203.png
28,14,8,450,480,22,103,Wagner_WWV086B_203.png
29,15,9,40,551,24,176,Wagner_WWV086B_203.png
30,16,9,217,551,24,177,Wagner_WWV086B_203.png
31,17,9,395,551,24,158,Wagner_WWV086B_203.png
32,15,10,40,600,23,176,Wagner_WWV086B_203.png
33,16,10,217,600,23,177,Wagner_WWV086B_203.png
34,17,10,395,600,23,158,Wagner_WWV086B_203.png
35,18,11,40,672,24,162,Wagner_WWV086B_203.png
36,19,11,203,672,24,112,Wagner_WWV086B_203.png
37,20,11,316,672,24,126,Wagner_WWV086B_203.png
38,21,11,443,672,24,110,Wagner_WWV086B_203.png
39,18,12,40,726,24,162,Wagner_WWV086B_203.png
40,19,12,203,726,24,112,Wagner_WWV086B_203.png
41,20,12,316,726,24,126,Wagner_WWV086B_203.png
42,21,12,443,726,24,110,Wagner_WWV086B_203.png
1,1,1,51,75,23,170,Wagner_WWV086B_204.png
2,2,1,222,75,23,129,Wagner_WWV086B_204.png
3,3,1,352,75,23,80,Wagner_WWV086B_204.png
4,4,1,433,75,23,130,Wagner_WWV086B_204.png
5,1,2,51,128,24,170,Wagner_WWV086B_204.png
6,2,2,222,128,24,129,Wagner_WWV086B_204.png
7,3,2,352,128,24,80,Wagner_WWV086B_204.png
8,4,2,433,128,24,130,Wagner_WWV086B_204.png
9,5,3,52,218,24,149,Wagner_WWV086B_204.png
10,6,3,202,218,24,77,Wagner_WWV086B_204.png
11,7,3,280,218,24,75,Wagner_WWV086B_204.png
12,8,3,356,218,24,80,Wagner_WWV086B_204.png
13,9,3,436,218,24,52,Wagner_WWV086B_204.png
14,10,3,490,218,24,74,Wagner_WWV086B_204.png
15,5,4,52,258,25,149,Wagner_WWV086B_204.png
16,6,4,202,258,25,77,Wagner_WWV086B_204.png
17,7,4,280,258,25,75,Wagner_WWV086B_204.png
18,8,4,356,258,25,80,Wagner_WWV086B_204.png
19,9,4,436,258,25,52,Wagner_WWV086B_204.png
20,10,4,490,258,25,74,Wagner_WWV086B_204.png
21,11,5,52,328,25,61,Wagner_WWV086B_204.png
22,12,5,115,328,25,64,Wagner_WWV086B_204.png
23,13,5,180,328,25,63,Wagner_WWV086B_204.png
24,14,5,244,328,25,71,Wagner_WWV086B_204.png
25,15,5,316,328,25,61,Wagner_WWV086B_204.png
26,16,5,378,328,25,64,Wagner_WWV086B_204.png
27,17,5,443,328,25,57,Wagner_WWV086B_204.png
28,18,5,501,328,25,64,Wagner_WWV086B_204.png
29,11,6,52,373,23,61,Wagner_WWV086B_204.png
30,12,6,115,373,23,64,Wagner_WWV086B_204.png
31,13,6,180,373,23,63,Wagner_WWV086B_204.png
32,14,6,244,373,23,71,Wagner_WWV086B_204.png
33,15,6,316,373,23,61,Wagner_WWV086B_204.png
34,16,6,378,373,23,64,Wagner_WWV086B_204.png
35,17,6,443,373,23,57,Wagner_WWV086B_204.png
36,18,6,501,373,23,64,Wagner_WWV086B_204.png
37,19,7,52,444,25,97,Wagner_WWV086B_204.png
38,20,7,151,444,25,67,Wagner_WWV086B_204.png
39,21,7,219,444,25,113,Wagner_WWV086B_204.png
40,22,7,333,444,25,117,Wagner_WWV086B_204.png
41,23,7,451,444,25,115,Wagner_WWV086B_204.png
42,19,8,52,491,24,97,Wagner_WWV086B_204.png
43,20,8,151,491,24,67,Wagner_WWV086B_204.png
44,21,8,219,491,24,113,Wagner_WWV086B_204.png
45,22,8,333,491,24,117,Wagner_WWV086B_204.png
46,23,8,451,491,24,115,Wagner_WWV086B_204.png
47,24,9,54,559,25,166,Wagner_WWV086B_204.png
48,25,9,221,559,25,113,Wagner_WWV086B_204.png
49,26,9,335,559,25,110,Wagner_WWV086B_204.png
50,27,9,446,559,25,121,Wagner_WWV086B_204.png
51,24,10,54,609,25,166,Wagner_WWV086B_204.png
52,25,10,221,609,25,113,Wagner_WWV086B_204.png
53,26,10,335,609,25,110,Wagner_WWV086B_204.png
54,27,10,446,609,25,121,Wagner_WWV086B_204.png
55,28,11,55,673,23,211,Wagner_WWV086B_204.png
56,29,11,267,673,23,172,Wagner_WWV086B_204.png
57,30,11,440,673,23,128,Wagner_WWV086B_204.png
58,28,12,55,735,23,211,Wagner_WWV086B_204.png
59,29,12,267,735,23,172,Wagner_WWV086B_204.png
60,30,12,440,735,23,128,Wagner_WWV086B_204.png
1,1,1,51,67,23,180,Wagner_WWV086B_205.png
2,2,1,232,67,23,158,Wagner_WWV086B_205.png
3,3,1,391,67,23,171,Wagner_WWV086B_205.png
4,1,2,51,114,22,180,Wagner_WWV086B_205.png
5,2,2,232,114,22,158,Wagner_WWV086B_205.png
6,3,2,391,114,22,171,Wagner_WWV086B_205.png
7,4,3,50,189,23,187,Wagner_WWV086B_205.png
8,5,3,238,189,23,98,Wagner_WWV086B_205.png
9,6,3,337,189,23,110,Wagner_WWV086B_205.png
10,7,3,448,189,23,115,Wagner_WWV086B_205.png
11,4,4,50,245,23,187,Wagner_WWV086B_205.png
12,5,4,238,245,23,98,Wagner_WWV086B_205.png
13,6,4,337,245,23,110,Wagner_WWV086B_205.png
14,7,4,448,245,23,115,Wagner_WWV086B_205.png
15,8,5,50,322,21,157,Wagner_WWV086B_205.png
16,9,5,208,322,21,117,Wagner_WWV086B_205.png
17,10,5,326,322,21,80,Wagner_WWV086B_205.png
18,11,5,407,322,21,155,Wagner_WWV086B_205.png
19,8,6,50,367,21,157,Wagner_WWV086B_205.png
20,9,6,208,367,21,117,Wagner_WWV086B_205.png
21,10,6,326,367,21,80,Wagner_WWV086B_205.png
22,11,6,407,367,21,155,Wagner_WWV086B_205.png
23,12,7,49,445,21,138,Wagner_WWV086B_205.png
24,13,7,188,445,21,105,Wagner_WWV086B_205.png
25,14,7,294,445,21,68,Wagner_WWV086B_205.png
26,15,7,363,445,21,64,Wagner_WWV086B_205.png
27,16,7,428,445,21,65,Wagner_WWV086B_205.png
28,17,7,494,445,21,68,Wagner_WWV086B_205.png
29,12,8,49,491,21,138,Wagner_WWV086B_205.png
30,13,8,188,491,21,105,Wagner_WWV086B_205.png
31,14,8,294,491,21,68,Wagner_WWV086B_205.png
32,15,8,363,491,21,64,Wagner_WWV086B_205.png
33,16,8,428,491,21,65,Wagner_WWV086B_205.png
34,17,8,494,491,21,68,Wagner_WWV086B_205.png
35,18,9,47,562,22,112,Wagner_WWV086B_205.png
36,19,9,161,562,22,91,Wagner_WWV086B_205.png
37,20,9,254,562,22,99,Wagner_WWV086B_205.png
38,21,9,354,562,22,96,Wagner_WWV086B_205.png
39,22,9,451,562,22,110,Wagner_WWV086B_205.png
40,18,10,47,606,22,112,Wagner_WWV086B_205.png
41,19,10,161,606,22,91,Wagner_WWV086B_205.png
42,20,10,254,606,22,99,Wagner_WWV086B_205.png
43,21,10,354,606,22,96,Wagner_WWV086B_205.png
44,22,10,451,606,22,110,Wagner_WWV086B_205.png
45,23,11,47,675,23,156,Wagner_WWV086B_205.png
46,24,11,205,675,23,167,Wagner_WWV086B_205.png
47,25,11,373,675,23,97,Wagner_WWV086B_205.png
48,26,11,471,675,23,90,Wagner_WWV086B_205.png
49,23,12,47,729,22,156,Wagner_WWV086B_205.png
50,24,12,205,729,22,167,Wagner_WWV086B_205.png
51,25,12,373,729,22,97,Wagner_WWV086B_205.png
52,26,12,471,729,22,90,Wagner_WWV086B_205.png
1,1,1,49,66,24,193,Wagner_WWV086B_206.png
2,2,1,243,66,24,171,Wagner_WWV086B_206.png
3,3,1,415,66,24,149,Wagner_WWV086B_206.png
4,1,2,49,119,22,193,Wagner_WWV086B_206.png
5,2,2,243,119,22,171,Wagner_WWV086B_206.png
6,3,2,415,119,22,149,Wagner_WWV086B_206.png
7,4,3,50,192,22,193,Wagner_WWV086B_206.png
8,5,3,244,192,22,176,Wagner_WWV086B_206.png
9,6,3,421,192,22,143,Wagner_WWV086B_206.png
10,4,4,50,245,22,193,Wagner_WWV086B_206.png
11,5,4,244,245,22,176,Wagner_WWV086B_206.png
12,6,4,421,245,22,143,Wagner_WWV086B_206.png
13,7,5,50,316,21,247,Wagner_WWV086B_206.png
14,8,5,298,316,21,266,Wagner_WWV086B_206.png
15,7,6,50,361,21,247,Wagner_WWV086B_206.png
16,8,6,298,361,21,266,Wagner_WWV086B_206.png
17,9,7,51,442,23,298,Wagner_WWV086B_206.png
18,10,7,350,442,23,214,Wagner_WWV086B_206.png
19,9,8,51,487,22,298,Wagner_WWV086B_206.png
20,10,8,350,487,22,214,Wagner_WWV086B_206.png
21,11,9,52,568,22,261,Wagner_WWV086B_206.png
22,12,9,314,568,22,251,Wagner_WWV086B_206.png
23,11,10,52,609,23,261,Wagner_WWV086B_206.png
24,12,10,314,609,23,251,Wagner_WWV086B_206.png
25,13,11,52,685,22,280,Wagner_WWV086B_206.png
26,14,11,334,685,22,232,Wagner_WWV086B_206.png
27,13,12,52,730,24,280,Wagner_WWV086B_206.png
28,14,12,334,730,24,232,Wagner_WWV086B_206.png
1,1,1,51,70,21,203,Wagner_WWV086B_207.png
2,2,1,254,70,21,150,Wagner_WWV086B_207.png
3,3,1,406,70,21,158,Wagner_WWV086B_207.png
4,1,2,51,114,23,203,Wagner_WWV086B_207.png
5,2,2,254,114,23,150,Wagner_WWV086B_207.png
6,3,2,406,114,23,158,Wagner_WWV086B_207.png
7,4,3,51,189,20,188,Wagner_WWV086B_207.png
8,5,3,239,189,20,166,Wagner_WWV086B_207.png
9,6,3,407,189,20,155,Wagner_WWV086B_207.png
10,4,4,51,233,22,188,Wagner_WWV086B_207.png
11,5,4,239,233,22,166,Wagner_WWV086B_207.png
12,6,4,407,233,22,155,Wagner_WWV086B_207.png
